Name,Province,Station ID,First Year,Last Year
CHIPMAN,NEW BRUNSWICK,6144,1968,1968
KESWICK RIDGE,NEW BRUNSWICK,6183,1964,1968
ST GEORGE P AND P CO,NEW BRUNSWICK,6246,1958,1968
CHIPMAN,NEW BRUNSWICK,6143,1931,1967
MAGAGUADAVIC LAKE,NEW BRUNSWICK,6195,1958,1967
PLASTER ROCK NBEPC,NEW BRUNSWICK,6226,1955,1967
TURTLE CREEK,NEW BRUNSWICK,6275,1965,1967
BROCKWAY,NEW BRUNSWICK,6124,1958,1966
CAMPBELLTON,NEW BRUNSWICK,6130,1945,1966
GRAND FALLS,NEW BRUNSWICK,6163,1913,1966
HARCOURT,NEW BRUNSWICK,6169,1957,1966
TIDE HEAD,NEW BRUNSWICK,6270,1952,1966
UPPER BLACKVILLE,NEW BRUNSWICK,6277,1962,1966
BERRYTON,NEW BRUNSWICK,6118,1964,1965
GRAND MANAN,NEW BRUNSWICK,6165,1874,1965
HAMPTON,NEW BRUNSWICK,6167,1950,1965
WOODSTOCK GRAFTON,NEW BRUNSWICK,6287,1964,1965
TOWER HILL CDA,NEW BRUNSWICK,6273,1946,1964
COLDBROOK,NEW BRUNSWICK,6145,1956,1962
HILLSBOROUGH,NEW BRUNSWICK,6177,1961,1962
GREEN RIVER,NEW BRUNSWICK,6166,1934,1959
NEWCASTLE,NEW BRUNSWICK,6214,1948,1959
BURNT CHURCH,NEW BRUNSWICK,6128,1934,1958
CHARLO FALLS,NEW BRUNSWICK,6138,1934,1958
SHELDON POINT,NEW BRUNSWICK,6261,1956,1958
ST ISIDORE,NEW BRUNSWICK,6247,1956,1958
EDMUNDSTON,NEW BRUNSWICK,6154,1913,1957
LONG LAKE,NEW BRUNSWICK,6192,1954,1957
SISSON DAM,NEW BRUNSWICK,6263,1953,1957
TOBIQUE NARROWS,NEW BRUNSWICK,6272,1953,1957
PETITCODIAC,NEW BRUNSWICK,6223,1934,1954
FREDERICTON UNB,NEW BRUNSWICK,6159,1871,1952
MOUNT PLEASANT,NEW BRUNSWICK,6209,1935,1952
POINT LEPREAU,NEW BRUNSWICK,6229,1872,1952
BLISSVILLE,NEW BRUNSWICK,6121,1940,1951
BLUE MOUNTAIN TOWER,NEW BRUNSWICK,6122,1935,1951
PENNFIELD RIDGE A,NEW BRUNSWICK,6221,1941,1951
POINT ESCUMINAC,NEW BRUNSWICK,6228,1885,1951
SAINT JOHN A,NEW BRUNSWICK,6249,1939,1951
UPSALQUITCH,NEW BRUNSWICK,6279,1919,1948
ASHTON HILL,NEW BRUNSWICK,6111,1935,1947
CHATHAM,NEW BRUNSWICK,6139,1873,1947
SUSSEX 2,NEW BRUNSWICK,6269,1939,1947
BIG BALD MOUNTAIN,NEW BRUNSWICK,6120,1935,1946
MIDDLE BROOK,NEW BRUNSWICK,6202,1936,1946
HARDWOOD RIDGE,NEW BRUNSWICK,6171,1920,1942
ST QUENTIN,NEW BRUNSWICK,6257,1919,1942
SHEDIAC,NEW BRUNSWICK,6260,1933,1940
DORCHESTER,NEW BRUNSWICK,6151,1871,1938
CHIPMAN,NEW BRUNSWICK,6142,1919,1932
WILLIAMSBURG,NEW BRUNSWICK,6284,1912,1926
DALHOUSIE,NEW BRUNSWICK,6148,1872,1916
ST STEPHEN,NEW BRUNSWICK,6258,1898,1915
PARKER RIDGE,NEW BRUNSWICK,6218,1886,1896
ARGENTIA (AUT),NEWFOUNDLAND,10113,1987,2022
BADGER (AUT),NEWFOUNDLAND,6561,1973,2022
BERRY HILL,NEWFOUNDLAND,55298,2021,2022
BONAVISTA,NEWFOUNDLAND,45047,2006,2022
BURGEO NL,NEWFOUNDLAND,45287,2006,2022
BURNT POND,NEWFOUNDLAND,6586,1972,2022
CAPE RACE (AUT),NEWFOUNDLAND,6590,1920,2022
CARTWRIGHT A,NEWFOUNDLAND,53958,2015,2022
CHURCHILL FALLS A,NEWFOUNDLAND,49629,2011,2022
CORMACK RCS,NEWFOUNDLAND,50677,2012,2022
CORNER BROOK,NEWFOUNDLAND,6933,1993,2022
CORNER BROOK,NEWFOUNDLAND,6610,1933,2022
DANIEL'S HARBOUR,NEWFOUNDLAND,54638,2018,2022
DEER LAKE,NEWFOUNDLAND,6614,1933,2022
DEER LAKE A,NEWFOUNDLAND,50068,2012,2022
ENGLEE (AUT),NEWFOUNDLAND,10251,1993,2022
FEROLLE POINT (AUT),NEWFOUNDLAND,9034,1993,2022
GANDER AIRPORT CS,NEWFOUNDLAND,30346,2005,2022
GANDER INTL A,NEWFOUNDLAND,50088,2012,2022
GOOSE A,NEWFOUNDLAND,6777,1941,2022
GRATES COVE,NEWFOUNDLAND,10818,1994,2022
HAPPY VALLEY GOOSE BAY,NEWFOUNDLAND,55078,2020,2022
HOPEDALE (AUT),NEWFOUNDLAND,6781,1942,2022
LA SCIE,NEWFOUNDLAND,6668,1984,2022
LETHBRIDGE,NEWFOUNDLAND,6669,1954,2022
MAKKOVIK A,NEWFOUNDLAND,53506,2015,2022
MAKKOVIK A,NEWFOUNDLAND,53505,2015,2022
MARTICOT ISLAND,NEWFOUNDLAND,10909,1994,2022
MARY'S HARBOUR A,NEWFOUNDLAND,51918,2013,2022
MILLERTOWN RCS,NEWFOUNDLAND,50678,2013,2022
NAIN,NEWFOUNDLAND,10813,1994,2022
NAIN A,NEWFOUNDLAND,53507,2015,2022
NAIN A,NEWFOUNDLAND,53502,2015,2022
POOLS ISLAND,NEWFOUNDLAND,10817,1994,2022
PORT AUX BASQUES,NEWFOUNDLAND,54640,2017,2022
SAGLEK,NEWFOUNDLAND,6797,1989,2022
SAGONA ISLAND,NEWFOUNDLAND,8991,1993,2022
ST ALBAN'S,NEWFOUNDLAND,55398,2022,2022
ST ANTHONY,NEWFOUNDLAND,27205,1996,2022
ST JOHNS WEST CLIMATE,NEWFOUNDLAND,48871,2010,2022
ST LAWRENCE,NEWFOUNDLAND,45567,2006,2022
ST. ANTHONY A,NEWFOUNDLAND,48348,2009,2022
ST. JOHN'S INTL A,NEWFOUNDLAND,50089,2012,2022
STEPHENVILLE A,NEWFOUNDLAND,52759,2014,2022
STEPHENVILLE RCS,NEWFOUNDLAND,47607,2008,2022
TERRA NOVA NAT PARK CS,NEWFOUNDLAND,27142,1996,2022
TWILLINGATE (AUT),NEWFOUNDLAND,7083,1993,2022
WABUSH A,NEWFOUNDLAND,51057,2013,2022
WABUSH A,NEWFOUNDLAND,52541,2014,2022
WINTERLAND BRANCH HILL,NEWFOUNDLAND,54898,2018,2022
WRECKHOUSE,NEWFOUNDLAND,45307,2006,2022
BIG BAY,NEWFOUNDLAND,54780,2021,2021
CHURCHILL FALLS,NEWFOUNDLAND,10887,1992,2021
HARBOUR BRETON,NEWFOUNDLAND,6649,1983,2021
MIDDLE ARM,NEWFOUNDLAND,6677,1988,2021
ROCKY HARBOUR CS,NEWFOUNDLAND,6938,1993,2021
SOPS ARM WHITE BAY,NEWFOUNDLAND,6734,1979,2021
BAY D'ESPOIR GEN STN,NEWFOUNDLAND,6567,1967,2019
BUTLERVILLE,NEWFOUNDLAND,6555,1988,2019
CHARLESTON,NEWFOUNDLAND,6599,1989,2019
COW HEAD,NEWFOUNDLAND,6612,1982,2019
INDIAN BAY B.B.,NEWFOUNDLAND,6662,1987,2019
MAIN BROOK,NEWFOUNDLAND,6553,1983,2019
MCIVER'S,NEWFOUNDLAND,27228,1996,2019
PLUM POINT,NEWFOUNDLAND,6688,1972,2019
SWIFT CURRENT,NEWFOUNDLAND,6743,1984,2019
CAPE KAKKIVIAK,NEWFOUNDLAND,10836,1994,2018
CARTWRIGHT A,NEWFOUNDLAND,53578,2015,2018
DANIELS HARBOUR,NEWFOUNDLAND,6613,1946,2018
TUKIALIK BAY,NEWFOUNDLAND,10837,1994,2018
WINTERLAND,NEWFOUNDLAND,27712,1999,2018
BRANCH,NEWFOUNDLAND,6578,1983,2017
CAPE KIGLAPAIT,NEWFOUNDLAND,10841,1994,2017
POINT LEAMINGTON,NEWFOUNDLAND,6689,1982,2017
PORT AUX BASQUES,NEWFOUNDLAND,6693,1909,2017
SOUTH BROOK PASADENA,NEWFOUNDLAND,6736,1985,2017
CLARENVILLE,NEWFOUNDLAND,6601,1982,2016
CORMACK,NEWFOUNDLAND,6609,1980,2016
GALLANTS,NEWFOUNDLAND,6630,1982,2016
HOLYROOD GEN STN,NEWFOUNDLAND,6658,1970,2016
WESTERN ARM BROOK,NEWFOUNDLAND,6760,1981,2016
BROWNSDALE,NEWFOUNDLAND,27617,1998,2015
CARTWRIGHT,NEWFOUNDLAND,6773,1934,2015
LONG POND,NEWFOUNDLAND,27286,1997,2015
LOURDES,NEWFOUNDLAND,6551,1990,2015
MAKKOVIK A,NEWFOUNDLAND,6778,1985,2015
MARY'S HARBOUR A,NEWFOUNDLAND,51999,2013,2015
NAIN A,NEWFOUNDLAND,6787,1926,2015
MARY'S HARBOUR,NEWFOUNDLAND,10227,1992,2014
PORT UNION,NEWFOUNDLAND,6699,1966,2014
ST ANTHONY A,NEWFOUNDLAND,10228,1987,2014
ST ANTHONY AWOS,NEWFOUNDLAND,47507,2008,2014
STEPHENVILLE A,NEWFOUNDLAND,6740,1942,2014
WHITBOURNE,NEWFOUNDLAND,6939,1991,2014
HOLYROOD,NEWFOUNDLAND,27229,1996,2013
MARY'S HARBOUR A,NEWFOUNDLAND,6783,1983,2013
ST JOHN'S WEST CDA CS,NEWFOUNDLAND,27115,1996,2013
WABUSH LAKE A,NEWFOUNDLAND,6802,1960,2013
DEER LAKE A,NEWFOUNDLAND,6615,1965,2012
GANDER INT'L A,NEWFOUNDLAND,6633,1937,2012
ST JOHN'S A,NEWFOUNDLAND,6720,1942,2012
BUCHANS,NEWFOUNDLAND,6579,1965,2011
DOYLES,NEWFOUNDLAND,6589,1981,2011
GOOBIES,NEWFOUNDLAND,6638,1978,2011
WOODDALE BISHOP'S FALLS,NEWFOUNDLAND,6765,1974,2011
CARTYVILLE,NEWFOUNDLAND,6596,1982,2010
ST. ANTHONY LWIS,NEWFOUNDLAND,30622,2000,2010
BOAT HARBOUR,NEWFOUNDLAND,6575,1982,2009
GARNISH,NEWFOUNDLAND,6635,1982,2009
MUSGRAVE HARBOUR,NEWFOUNDLAND,6679,1978,2009
EXPLOITS DAM,NEWFOUNDLAND,6622,1956,2008
FLOWERS COVE,NEWFOUNDLAND,6624,1980,2008
RATTLING BRK NORRIS ARM,NEWFOUNDLAND,6703,1958,2008
NORTH HARBOUR,NEWFOUNDLAND,6682,1988,2007
SALMONIER NATURE PARK,NEWFOUNDLAND,30766,2001,2007
BONAVISTA,NEWFOUNDLAND,6576,1956,2006
BURGEO 2,NEWFOUNDLAND,6584,1939,2006
GAMBO,NEWFOUNDLAND,6632,1982,2006
GRAND FALLS,NEWFOUNDLAND,6643,1934,2006
HAWKE'S BAY,NEWFOUNDLAND,6653,1984,2006
PORT BLANDFORD,NEWFOUNDLAND,6696,1982,2006
PORTUGAL COVE,NEWFOUNDLAND,27593,1998,2006
RED HARBOUR PB,NEWFOUNDLAND,6702,1989,2006
SALMONIER NATURE PARK,NEWFOUNDLAND,6727,1977,2006
SALT POND,NEWFOUNDLAND,6728,1974,2006
ST LAWRENCE,NEWFOUNDLAND,27621,1994,2006
WINTERLAND,NEWFOUNDLAND,6764,1981,2006
WRECKHOUSE,NEWFOUNDLAND,29471,2000,2006
BLACK DUCK,NEWFOUNDLAND,6574,1981,2004
FOGO,NEWFOUNDLAND,6626,1990,2004
ISLE AUX MORTS,NEWFOUNDLAND,6663,1982,2004
LOGY BAY,NEWFOUNDLAND,6672,1969,2004
CARMANVILLE,NEWFOUNDLAND,6594,1982,2003
GLENWOOD,NEWFOUNDLAND,6636,1990,2003
HARBOUR DEEP,NEWFOUNDLAND,6650,1990,2002
HEARTS CONTENT,NEWFOUNDLAND,6654,1961,2002
VICTORIA,NEWFOUNDLAND,6758,1961,2002
WEST ST MODESTE,NEWFOUNDLAND,6803,1990,2002
POOLS COVE,NEWFOUNDLAND,6691,1978,2001
PORT SAUNDERS,NEWFOUNDLAND,6697,1979,2001
SIGNAL HILL,NEWFOUNDLAND,6732,1984,2001
ST BRIDE'S,NEWFOUNDLAND,6714,1988,2001
POOLS COVE FORTUNE BAY,NEWFOUNDLAND,6692,1979,2000
ST MARY'S,NEWFOUNDLAND,6552,1982,2000
ALEXIS RIVER (AUT),NEWFOUNDLAND,10729,1994,1999
CAPPAHAYDEN,NEWFOUNDLAND,6592,1981,1999
CONNE RIVER (AUT),NEWFOUNDLAND,10860,1994,1999
DANIELS HARBOUR 2,NEWFOUNDLAND,10810,1993,1999
LITTLE MECATINA RIVER (AUT),NEWFOUNDLAND,10862,1994,1999
LOCKSTON,NEWFOUNDLAND,6671,1966,1999
LONG HARBOUR,NEWFOUNDLAND,6673,1969,1999
PETTY HARBOUR,NEWFOUNDLAND,6683,1955,1999
RODDICKTON NORTH,NEWFOUNDLAND,6932,1991,1999
SPRINGDALE GB FARM,NEWFOUNDLAND,6738,1980,1999
ST SHOTTS (AUT),NEWFOUNDLAND,10854,1994,1999
CHURCHILL FALLS,NEWFOUNDLAND,6940,1993,1998
GREY RIVER (AUT),NEWFOUNDLAND,10662,1994,1998
LAMALINE,NEWFOUNDLAND,6667,1983,1998
PORT AUX BASQUES 3,NEWFOUNDLAND,10809,1994,1998
SIBLEY'S COVE,NEWFOUNDLAND,6731,1989,1998
BAY D'ESPOIR LONG POND,NEWFOUNDLAND,6568,1982,1997
BUCHANS JUNCTION,NEWFOUNDLAND,6582,1988,1997
BULL ARM,NEWFOUNDLAND,26829,1994,1997
CAPE BROYLE,NEWFOUNDLAND,6587,1955,1997
DUNVILLE,NEWFOUNDLAND,6620,1990,1997
GBS PLATFORM,NEWFOUNDLAND,26832,1995,1997
GRAND BANK,NEWFOUNDLAND,6639,1990,1997
GREY RIVER,NEWFOUNDLAND,6645,1982,1997
HOPE BROOK,NEWFOUNDLAND,6660,1989,1997
LOCKLEVEN,NEWFOUNDLAND,6670,1987,1997
SOUTH BRANCH,NEWFOUNDLAND,6735,1989,1997
ST LAWRENCE,NEWFOUNDLAND,6723,1966,1997
ST STEPHENS,NEWFOUNDLAND,6725,1989,1997
STANHOPE,NEWFOUNDLAND,6739,1988,1997
STAR BROOK (AUT),NEWFOUNDLAND,10861,1994,1997
THORNLEA T.B.,NEWFOUNDLAND,6748,1987,1997
TOMPKINS,NEWFOUNDLAND,6750,1981,1997
WILTONDALE,NEWFOUNDLAND,6763,1989,1997
AVONDALE CDA,NEWFOUNDLAND,6559,1955,1996
COLINET PEAT BOG CDA,NEWFOUNDLAND,6605,1980,1996
COMFORT COVE,NEWFOUNDLAND,6607,1967,1996
GREAT BARASWAY P.B.,NEWFOUNDLAND,6554,1987,1996
HAMPDEN WHITE BAY,NEWFOUNDLAND,6648,1983,1996
MOBILE,NEWFOUNDLAND,6936,1993,1996
"PORTUGAL COVE, CONCEPTION BAY",NEWFOUNDLAND,6698,1987,1996
RED BAY,NEWFOUNDLAND,6793,1990,1996
RED CLIFF,NEWFOUNDLAND,6937,1991,1996
ROBERT'S ARM,NEWFOUNDLAND,6704,1982,1996
ST ANTHONY,NEWFOUNDLAND,6711,1970,1996
ST JOHN'S WEST CDA,NEWFOUNDLAND,6722,1950,1996
TERRA NOVA NAT PARK HQ,NEWFOUNDLAND,6745,1962,1996
BAIE VERTE,NEWFOUNDLAND,6563,1958,1995
BOTWOOD,NEWFOUNDLAND,6577,1937,1995
BURGEO,NEWFOUNDLAND,6583,1966,1995
COME BY CHANCE,NEWFOUNDLAND,6606,1968,1995
GANDER BAY SOUTH,NEWFOUNDLAND,6634,1983,1995
GANDER CCR,NEWFOUNDLAND,10968,1994,1995
JACKSONS ARM,NEWFOUNDLAND,6665,1982,1995
JEFFREY'S,NEWFOUNDLAND,6935,1992,1995
PARADISE,NEWFOUNDLAND,6934,1991,1995
ST JOHN'S THORBURN ROAD,NEWFOUNDLAND,6721,1988,1995
ST SHOTTS,NEWFOUNDLAND,6724,1971,1995
SUNNYSIDE,NEWFOUNDLAND,6742,1971,1995
WESTBROOK ST LAWRENCE,NEWFOUNDLAND,6759,1957,1995
WOODY POINT,NEWFOUNDLAND,6766,1971,1995
ARGENTIA A,NEWFOUNDLAND,6558,1971,1994
BAIE VERTE JUNCTION,NEWFOUNDLAND,6564,1989,1994
MARKLAND,NEWFOUNDLAND,6675,1981,1994
SAGLEK A,NEWFOUNDLAND,10230,1991,1994
TERRENCEVILLE,NEWFOUNDLAND,6747,1980,1994
BENTON,NEWFOUNDLAND,6570,1988,1993
BIG BAY,NEWFOUNDLAND,10842,1992,1993
BISHOPS FALLS,NEWFOUNDLAND,6571,1988,1993
CHURCHILL FALLS A,NEWFOUNDLAND,6774,1968,1993
HARBOUR GRACE,NEWFOUNDLAND,6652,1979,1993
PURBECK'S COVE,NEWFOUNDLAND,6700,1988,1993
ROCKY HARBOUR,NEWFOUNDLAND,6705,1972,1993
ROUND HARBOUR,NEWFOUNDLAND,6707,1977,1993
SPRINGDALE,NEWFOUNDLAND,6737,1955,1993
ST GEORGES,NEWFOUNDLAND,6717,1956,1993
TORS COVE,NEWFOUNDLAND,6752,1955,1993
COLINET,NEWFOUNDLAND,6603,1938,1992
GAMBO,NEWFOUNDLAND,6631,1957,1991
NEW CHELSEA,NEWFOUNDLAND,6680,1961,1991
PARADISE RIVER,NEWFOUNDLAND,6640,1990,1991
SEAL COVE CB,NEWFOUNDLAND,6694,1989,1991
GRAND LAKE,NEWFOUNDLAND,5020,1984,1990
HOWLEY,NEWFOUNDLAND,6661,1987,1990
PARADISE,NEWFOUNDLAND,6641,1989,1990
PLACENTIA JUNCTION,NEWFOUNDLAND,6687,1989,1990
RODDICKTON,NEWFOUNDLAND,6706,1971,1990
TREPASSEY,NEWFOUNDLAND,6754,1982,1990
WHITBOURNE T.B.,NEWFOUNDLAND,6762,1987,1990
BADGER C,NEWFOUNDLAND,6562,1988,1989
FOGO,NEWFOUNDLAND,6628,1972,1989
FORTUNE,NEWFOUNDLAND,6629,1980,1989
KELLIGREWS,NEWFOUNDLAND,7089,1987,1989
PICCADILLY,NEWFOUNDLAND,6684,1980,1989
TERRA NOVA COMMUNITY,NEWFOUNDLAND,6744,1957,1989
DEVIL COVE,NEWFOUNDLAND,6616,1988,1988
PORT HOPE SIMPSON,NEWFOUNDLAND,6792,1983,1988
SEAL COVE,NEWFOUNDLAND,6730,1961,1988
ST ANTHONY A,NEWFOUNDLAND,6712,1966,1987
ST BRIDE'S,NEWFOUNDLAND,6715,1984,1987
WEST ST MODESTE,NEWFOUNDLAND,6804,1984,1987
ARGENTIA A,NEWFOUNDLAND,6557,1976,1986
MAKKOVIK (AUT),NEWFOUNDLAND,9025,1985,1986
DEVILS HEAD (AUT),NEWFOUNDLAND,7084,1985,1985
MAKKOVIK,NEWFOUNDLAND,6782,1983,1985
NORTH WEST RIVER,NEWFOUNDLAND,6789,1984,1985
BISHOPS FALLS PEAT MINE,NEWFOUNDLAND,6573,1980,1984
CAT ARM RIVER,NEWFOUNDLAND,6597,1983,1984
DOVER,NEWFOUNDLAND,6617,1983,1984
GRAND LAKE,NEWFOUNDLAND,6644,1978,1984
BATTLE HARBOUR,NEWFOUNDLAND,6768,1947,1983
BATTLE HARBOUR LOR,NEWFOUNDLAND,6769,1957,1983
BATTLE HARBOUR MARYS R,NEWFOUNDLAND,6770,1956,1983
ST ALBANS,NEWFOUNDLAND,6708,1968,1983
UPPER SALMON,NEWFOUNDLAND,6757,1981,1983
CLARENVILLE,NEWFOUNDLAND,6600,1978,1982
HOLYROOD ULTRAMAR,NEWFOUNDLAND,6659,1961,1982
JACKSONS ARM,NEWFOUNDLAND,6664,1982,1982
DOYLES,NEWFOUNDLAND,6618,1980,1981
FLOWERS COVE,NEWFOUNDLAND,6623,1971,1980
COLINET PEAT BOG CDA,NEWFOUNDLAND,6604,1957,1979
HINDS LAKE,NEWFOUNDLAND,6656,1978,1979
ESKER 2,NEWFOUNDLAND,6775,1972,1978
PIERRES BROOK,NEWFOUNDLAND,6685,1955,1978
CAPE ST GEORGE,NEWFOUNDLAND,6591,1974,1977
GLENWOOD,NEWFOUNDLAND,6637,1937,1977
SALMONIER,NEWFOUNDLAND,6726,1967,1977
GULL ISLAND,NEWFOUNDLAND,6779,1975,1976
NORTH EAST POND RIVER,NEWFOUNDLAND,6681,1970,1975
PLACENTIA,NEWFOUNDLAND,6686,1970,1975
RIGOLET,NEWFOUNDLAND,6794,1973,1975
ST JOHN'S,NEWFOUNDLAND,6719,1957,1975
CARBONEAR,NEWFOUNDLAND,6593,1972,1974
EBBEGUNBAEG LAKE,NEWFOUNDLAND,6621,1972,1974
ST BRENDANS,NEWFOUNDLAND,6713,1971,1974
NORTH WEST RIVER,NEWFOUNDLAND,6788,1901,1973
MARYSTOWN,NEWFOUNDLAND,6676,1970,1972
GULL POND,NEWFOUNDLAND,6646,1964,1971
ARGENTIA A,NEWFOUNDLAND,6556,1945,1970
FLOWERS ISLAND,NEWFOUNDLAND,6625,1967,1970
HOLYROOD,NEWFOUNDLAND,6657,1952,1970
BELLE ISLE,NEWFOUNDLAND,6771,1871,1969
TERRA NOVA NAT PARK S,NEWFOUNDLAND,6746,1962,1969
WHALESBACK,NEWFOUNDLAND,6761,1965,1969
BAY D'ESPOIR ST ALBANS,NEWFOUNDLAND,6569,1966,1968
TWIN FALLS A,NEWFOUNDLAND,6801,1967,1968
BADGER,NEWFOUNDLAND,6560,1955,1967
BAY D'ESPOIR 2,NEWFOUNDLAND,6566,1965,1967
STEPHENVILLE CROSSING,NEWFOUNDLAND,6741,1967,1967
TOPSAIL,NEWFOUNDLAND,6751,1961,1967
TWILLINGATE,NEWFOUNDLAND,6756,1950,1967
TWIN FALLS,NEWFOUNDLAND,6800,1960,1967
GRAND BANK,NEWFOUNDLAND,6642,1934,1966
ST ANDREWS,NEWFOUNDLAND,6709,1943,1966
TREPASSEY,NEWFOUNDLAND,6753,1966,1966
BAY D'ESPOIR 1,NEWFOUNDLAND,6565,1965,1965
BUCHANS A,NEWFOUNDLAND,6581,1943,1965
COMFORT COVE DECCA,NEWFOUNDLAND,6608,1962,1965
ST ANTHONY,NEWFOUNDLAND,6710,1945,1965
CORNER BROOK AVALON TEL,NEWFOUNDLAND,6611,1960,1963
DOYLES CDA EPF,NEWFOUNDLAND,6619,1954,1963
SNOOKS ARM,NEWFOUNDLAND,6733,1958,1963
TILT COVE,NEWFOUNDLAND,6749,1958,1963
26 MILE DEPOT,NEWFOUNDLAND,6755,1962,1962
BISHOPS FALLS,NEWFOUNDLAND,6572,1955,1962
HAMPDEN,NEWFOUNDLAND,6647,1958,1962
CAPE HARRISON,NEWFOUNDLAND,6772,1943,1961
MENIHEK RAPIDS,NEWFOUNDLAND,6784,1952,1961
CAROL LAKE PROJECT,NEWFOUNDLAND,6595,1959,1960
CLUNYS,NEWFOUNDLAND,6602,1955,1960
SAGLEK,NEWFOUNDLAND,6798,1955,1960
HARBOUR GRACE,NEWFOUNDLAND,6651,1957,1958
HEBRON,NEWFOUNDLAND,6780,1947,1957
LAKE AMBROSE,NEWFOUNDLAND,6666,1955,1957
RATTLING BROOK DEPOT,NEWFOUNDLAND,6701,1956,1957
HEATHERTON,NEWFOUNDLAND,6655,1954,1956
LOOKOUT BROOK,NEWFOUNDLAND,6674,1956,1956
ST JOHN'S,NEWFOUNDLAND,6718,1874,1956
MILE 224,NEWFOUNDLAND,6786,1955,1955
ROSS BAY BNC,NEWFOUNDLAND,6796,1954,1954
MILE 163,NEWFOUNDLAND,6785,1952,1953
NUTAK,NEWFOUNDLAND,6790,1948,1953
PORT AUX BASQUES CHANNEL,NEWFOUNDLAND,6695,1952,1953
ROSS BAY,NEWFOUNDLAND,6795,1953,1953
CHANNEL,NEWFOUNDLAND,6598,1874,1951
ASHUANIPI,NEWFOUNDLAND,6767,1948,1950
FOGO,NEWFOUNDLAND,6627,1873,1950
SANDGIRT LAKE,NEWFOUNDLAND,6799,1939,1948
BUCHANS,NEWFOUNDLAND,6580,1937,1947
POINTE RICHE,NEWFOUNDLAND,6690,1882,1947
CAPE NORMAN,NEWFOUNDLAND,6588,1882,1946
MILLERTOWN,NEWFOUNDLAND,6678,1934,1946
ST GEORGES,NEWFOUNDLAND,6716,1895,1945
POINT AMOUR,NEWFOUNDLAND,6791,1889,1935
BURIN,NEWFOUNDLAND,6585,1909,1931
SANDY POINT,NEWFOUNDLAND,6729,1889,1912
FORTEAU,NEWFOUNDLAND,6776,1871,1878
AKLAVIK A,NORTHWEST TERRITORIES,51397,2014,2022
AKLAVIK A,NORTHWEST TERRITORIES,52962,2014,2022
CAPE PARRY A,NORTHWEST TERRITORIES,1633,1956,2022
CAPE PROVIDENCE,NORTHWEST TERRITORIES,53298,2014,2022
COLVILLE LAKE,NORTHWEST TERRITORIES,10867,1994,2022
COLVILLE LAKE A,NORTHWEST TERRITORIES,52899,2014,2022
DEADMEN VALLEY,NORTHWEST TERRITORIES,31187,2001,2022
DELINE A,NORTHWEST TERRITORIES,52778,2014,2022
DELINE A,NORTHWEST TERRITORIES,52964,2014,2022
DELINE CS,NORTHWEST TERRITORIES,27749,1999,2022
DIAVIK DIAMOND MINE,NORTHWEST TERRITORIES,54678,2020,2022
FORT GOOD HOPE A,NORTHWEST TERRITORIES,52602,2015,2022
FORT GOOD HOPE A,NORTHWEST TERRITORIES,53580,2015,2022
FORT GOOD HOPE CS,NORTHWEST TERRITORIES,27549,1998,2022
FORT LIARD,NORTHWEST TERRITORIES,10687,1994,2022
FORT LIARD A,NORTHWEST TERRITORIES,52779,2014,2022
FORT LIARD A,NORTHWEST TERRITORIES,52965,2014,2022
FORT MCPHERSON A,NORTHWEST TERRITORIES,51882,2014,2022
FORT MCPHERSON A,NORTHWEST TERRITORIES,52963,2014,2022
FORT PROVIDENCE,NORTHWEST TERRITORIES,10902,1994,2022
FORT RELIANCE (AUT),NORTHWEST TERRITORIES,8935,1994,2022
FORT RESOLUTION A,NORTHWEST TERRITORIES,53324,2014,2022
FORT RESOLUTION A,NORTHWEST TERRITORIES,53322,2014,2022
FORT SIMPSON A,NORTHWEST TERRITORIES,52780,2014,2022
FORT SIMPSON A,NORTHWEST TERRITORIES,54159,2016,2022
FORT SIMPSON CLIMATE,NORTHWEST TERRITORIES,41944,2003,2022
FORT SMITH A,NORTHWEST TERRITORIES,53119,2014,2022
FORT SMITH A,NORTHWEST TERRITORIES,54218,2016,2022
FORT SMITH CLIMATE,NORTHWEST TERRITORIES,41884,2003,2022
GAMETI,NORTHWEST TERRITORIES,10926,1994,2022
GAMETI A,NORTHWEST TERRITORIES,51886,2013,2022
GAMETI A,NORTHWEST TERRITORIES,52966,2014,2022
HANBURY RIVER,NORTHWEST TERRITORIES,10897,1994,2022
HAY RIVER A,NORTHWEST TERRITORIES,52600,2014,2022
HAY RIVER A,NORTHWEST TERRITORIES,54140,2016,2022
HAY RIVER CLIMATE,NORTHWEST TERRITORIES,41885,2003,2022
HOLMAN CS,NORTHWEST TERRITORIES,29715,2000,2022
INNER WHALEBACKS,NORTHWEST TERRITORIES,10209,1994,2022
INUVIK A,NORTHWEST TERRITORIES,51477,2013,2022
INUVIK CLIMATE,NORTHWEST TERRITORIES,41883,2003,2022
KEATS POINT,NORTHWEST TERRITORIES,10825,1998,2022
LINDBURG LANDING,NORTHWEST TERRITORIES,27608,1998,2022
LITTLE CHICAGO,NORTHWEST TERRITORIES,10760,1993,2022
LIVERPOOL BAY,NORTHWEST TERRITORIES,10823,1992,2022
LOWER CARP LAKE,NORTHWEST TERRITORIES,27610,1992,2022
LUTSELK'E A,NORTHWEST TERRITORIES,53510,2015,2022
LUTSELK'E A,NORTHWEST TERRITORIES,53508,2015,2022
